frame,decision,sim_step,frame_ms
239,0.019326,0.000477,0.020012
240,0.021606,0.000486,0.022297
241,0.019294,0.000486,0.019989
242,0.019381,0.000484,0.020074
243,0.019366,0.00049,0.02006
244,0.019388,0.000486,0.020085
245,0.019375,0.000636,0.020225
246,0.021247,0.000555,0.022048
247,0.02115,0.000497,0.021849
248,0.024009,0.000804,0.025111
249,0.022763,0.00054,0.023543
250,0.023027,0.000497,0.023727
251,0.02275,0.000492,0.023442
252,0.022887,0.000513,0.023601
253,0.022685,0.000492,0.023382
254,0.024574,0.00067,0.025467
255,0.024003,0.000527,0.024739
256,0.02412,0.000535,0.024866
257,0.024048,0.000506,0.024758
258,0.02438,0.000496,0.025086
259,0.024225,0.000532,0.024972
260,0.027703,0.000495,0.028405
261,0.024832,0.000588,0.025646
262,0.048125,0.001217,0.050059
263,0.043581,0.000855,0.044812
264,0.037674,0.000587,0.038584
265,0.055817,0.000813,0.057179
266,0.030186,0.000541,0.031026
267,0.024557,0.000504,0.025287
268,0.024266,0.000497,0.024986
269,0.024654,0.000725,0.025663
270,0.026354,0.00097,0.027548
271,0.025792,0.000599,0.026604
272,0.025463,0.000739,0.026417
273,0.025292,0.00052,0.026018
274,0.025103,0.000505,0.025817
275,0.027732,0.000507,0.028453
276,0.024887,0.000509,0.025604
277,0.02546,0.000693,0.026423
278,0.024418,0.001228,0.026217
279,0.023797,0.00056,0.024697
280,0.022816,0.000484,0.023576
281,0.022772,0.000495,0.023518
282,0.022945,0.000484,0.023693
283,0.022963,0.000489,0.023708
284,0.022765,0.00049,0.023507
285,0.023124,0.000484,0.02386
286,0.022873,0.00054,0.023669
287,0.022671,0.000534,0.023457
288,0.022298,0.000504,0.023059
289,0.022502,0.000483,0.023243
290,0.022273,0.000628,0.023167
291,0.022305,0.000477,0.023053
292,0.022301,0.000484,0.023036
293,0.02301,0.000596,0.023867
294,0.028489,0.000509,0.029385
295,0.022813,0.000481,0.023565
296,0.051187,0.000999,0.052858
297,0.040936,0.000928,0.042502
298,0.030413,0.001957,0.032719
299,0.023935,0.000713,0.024907
300,0.023574,0.000512,0.024331
301,0.023833,0.000498,0.024568
302,0.021904,0.000714,0.022922
303,0.020985,0.000569,0.021855
304,0.021972,0.000505,0.022748
305,0.0218,0.000487,0.022524
306,0.021319,0.000489,0.022079
307,0.021311,0.000491,0.022043
308,0.021267,0.000604,0.022109
309,0.021183,0.000605,0.022038
310,0.02155,0.000534,0.022473
311,0.021363,0.000554,0.022163
312,0.021348,0.000496,0.022082
313,0.021173,0.000497,0.021909
314,0.021303,0.00049,0.022033
315,0.021212,0.000533,0.021986
316,0.021469,0.000495,0.022205
317,0.021206,0.000523,0.021977
318,0.021462,0.000532,0.022234
319,0.023253,0.000703,0.024219
320,0.022751,0.00053,0.023528
321,0.022632,0.000491,0.023365
322,0.022556,0.000506,0.023303
323,0.022466,0.000509,0.023221
324,0.022556,0.000493,0.023292
325,0.022373,0.000522,0.023135
326,0.022559,0.00059,0.023396
327,0.02256,0.00069,0.023558
328,0.022091,0.000516,0.022853
329,0.022029,0.000535,0.022817
330,0.022184,0.000718,0.023146
331,0.022091,0.000513,0.022845
332,0.025602,0.000528,0.02639
333,0.022221,0.00061,0.023075
334,0.039782,0.001104,0.041587
335,0.044853,0.00087,0.046335
336,0.029687,0.000835,0.030864
337,0.022096,0.000501,0.022838
338,0.022712,0.000647,0.023598
339,0.022717,0.000487,0.023436
340,0.021985,0.0005,0.022719
341,0.022085,0.000481,0.0228
342,0.02209,0.000488,0.022809
343,0.022137,0.00066,0.023036
344,0.022056,0.000539,0.02297
345,0.022087,0.000491,0.022824
346,0.022129,0.000636,0.023
347,0.02177,0.000501,0.0225
348,0.021794,0.000495,0.022526
349,0.02163,0.000492,0.022356
350,0.021584,0.000492,0.02231
351,0.021449,0.000488,0.022171
352,0.021564,0.000518,0.022319
353,0.02158,0.000502,0.022316
354,0.021499,0.000513,0.022245
355,0.021505,0.000497,0.022236
356,0.021571,0.000495,0.0223
357,0.021432,0.00056,0.022226
358,0.021551,0.000481,0.022264
359,0.02146,0.00049,0.022185
360,0.021602,0.000535,0.022372
361,0.022229,0.000656,0.023214
362,0.021974,0.000491,0.022738
363,0.021632,0.000485,0.02236
364,0.021536,0.000627,0.022398
365,0.021873,0.000485,0.022594
366,0.021627,0.000484,0.022345
367,0.021887,0.000525,0.02267
368,0.021103,0.000492,0.021852
369,0.021001,0.000493,0.021727
370,0.020954,0.000498,0.021686
371,0.024547,0.000491,0.025278
372,0.021037,0.000482,0.021763
373,0.020945,0.000498,0.021678
374,0.055232,0.001141,0.057041
375,0.035198,0.00088,0.036616
376,0.025827,0.000509,0.026693
377,0.020943,0.000648,0.021881
378,0.020324,0.001041,0.021957
379,0.019987,0.00069,0.021002
380,0.019157,0.000545,0.02001
381,0.01909,0.000485,0.019866
382,0.019274,0.000475,0.020045
383,0.019212,0.000476,0.019985
384,0.01901,0.000489,0.019792
385,0.018902,0.000478,0.019672
386,0.019037,0.000486,0.019812
387,0.019073,0.00048,0.019845
388,0.018991,0.00048,0.019758
389,0.018972,0.00048,0.019743
390,0.019017,0.000531,0.019837
391,0.019128,0.00052,0.019938
392,0.019235,0.000731,0.020257
393,0.01909,0.000526,0.019911
394,0.019159,0.000583,0.020042
395,0.019249,0.000659,0.020302
396,0.018974,0.000476,0.019741
397,0.019099,0.00048,0.019872
398,0.019076,0.000479,0.019846
399,0.019064,0.000472,0.019825
400,0.019093,0.000481,0.019864
401,0.019589,0.00052,0.020403
402,0.018434,0.000619,0.019344
403,0.018462,0.000493,0.019243
404,0.018386,0.000483,0.019157
405,0.018343,0.000475,0.019115
406,0.018477,0.000481,0.019249
407,0.018319,0.000488,0.019099
408,0.018408,0.000476,0.019175
409,0.018354,0.000485,0.019128
410,0.018306,0.000478,0.019072
411,0.018391,0.000585,0.019271
412,0.018517,0.000501,0.019428
413,0.018353,0.000516,0.019164
414,0.018433,0.000512,0.019236
415,0.022087,0.000494,0.022883
416,0.018368,0.000484,0.019149
417,0.040854,0.001208,0.042802
418,0.034986,0.000825,0.036539
419,0.030755,0.000793,0.032072
420,0.020238,0.000504,0.021157
421,0.06085,0.000856,0.062369
422,0.021082,0.0006,0.022239
423,0.018673,0.000628,0.019651
424,0.018409,0.000532,0.019236
425,0.018265,0.000503,0.019058
426,0.018368,0.000626,0.019288
427,0.018352,0.000484,0.019124
428,0.018265,0.00061,0.019194
429,0.018459,0.000533,0.019426
430,0.018168,0.000508,0.018966
431,0.018267,0.00049,0.019047
432,0.018162,0.000489,0.018936
433,0.020854,0.000485,0.02164
434,0.018311,0.000489,0.019095
435,0.018203,0.000492,0.018985
436,0.018426,0.000483,0.019201
437,0.018294,0.000499,0.019085
438,0.018542,0.000491,0.019327
439,0.018163,0.000491,0.018943
440,0.018134,0.000481,0.018904
441,0.018191,0.000479,0.018958
442,0.018427,0.000565,0.019283
443,0.018275,0.000562,0.019129
444,0.018417,0.000547,0.01925
445,0.018185,0.000634,0.019112
446,0.018445,0.000535,0.019349
447,0.018459,0.000536,0.019287
448,0.018326,0.000533,0.019149
449,0.018329,0.000522,0.019139
450,0.018287,0.000478,0.019055
451,0.018178,0.000477,0.018966
452,0.018309,0.000498,0.019103
453,0.018348,0.001033,0.019716
454,0.018633,0.000854,0.019813
455,0.018958,0.000556,0.019812
456,0.018538,0.000501,0.019348
457,0.021915,0.000687,0.022926
458,0.018467,0.000481,0.019251
459,0.018265,0.00049,0.019048
460,0.048732,0.001091,0.050578
461,0.032035,0.000831,0.033618
462,0.027525,0.000627,0.028626
463,0.018772,0.000532,0.019808
464,0.018236,0.000494,0.019067
465,0.018159,0.000474,0.018933
466,0.018225,0.000476,0.018998
467,0.018268,0.000477,0.019041
468,0.01837,0.000663,0.019334
469,0.018273,0.000475,0.019084
470,0.01815,0.000531,0.018979
471,0.018317,0.000501,0.019106
472,0.018419,0.000627,0.019343
473,0.018405,0.000537,0.019229
474,0.018267,0.000547,0.019108
475,0.018227,0.000481,0.018998
476,0.018281,0.000485,0.019055
477,0.018456,0.000482,0.019227
478,0.01953,0.000925,0.020896
479,0.018259,0.000572,0.019129
480,0.018301,0.000519,0.019198
481,0.018137,0.000485,0.01895
482,0.018258,0.000476,0.019022
483,0.018412,0.000479,0.019177
484,0.018501,0.000521,0.02181
485,0.018252,0.000803,0.019383
486,0.018393,0.000514,0.019202
487,0.018374,0.000509,0.019175
488,0.018319,0.000598,0.019211
489,0.018514,0.000484,0.019298
490,0.018348,0.000492,0.019134
491,0.018271,0.000492,0.019055
492,0.018317,0.000498,0.019109
493,0.018261,0.000489,0.019041
494,0.018216,0.000486,0.018995
495,0.018368,0.000518,0.019187
496,0.017826,0.000555,0.018672
497,0.017839,0.000531,0.018749
498,0.017889,0.000495,0.018673
499,0.017813,0.00049,0.018605
500,0.017826,0.00049,0.018605
501,0.017821,0.000547,0.018655
502,0.017714,0.00049,0.018496
503,0.017878,0.000491,0.018681
504,0.017753,0.0005,0.018549
505,0.040877,0.001311,0.042962
506,0.0328,0.000574,0.034048
507,0.01799,0.000494,0.018811
508,0.017692,0.000475,0.018461
509,0.017571,0.000512,0.018371
510,0.01767,0.000511,0.018469
511,0.017753,0.000484,0.01853
512,0.017708,0.000477,0.018477
513,0.017626,0.000586,0.018502
514,0.018191,0.000506,0.019157
515,0.017704,0.000491,0.018488
516,0.017764,0.000664,0.018741
517,0.01772,0.000487,0.018494
518,0.017854,0.000475,0.018619
519,0.017746,0.000495,0.018531
520,0.017752,0.000471,0.018515
521,0.017553,0.000473,0.018316
522,0.017645,0.000565,0.018503
523,0.017999,0.000505,0.0188
524,0.020172,0.000493,0.020965
525,0.017706,0.000475,0.018474
526,0.017648,0.000486,0.018431
527,0.017731,0.000487,0.018513
528,0.017784,0.000486,0.018558
529,0.017776,0.00049,0.018558
530,0.01772,0.000555,0.018567
531,0.017791,0.000529,0.018676
532,0.017841,0.000523,0.018665
533,0.017676,0.000509,0.018484
534,0.017654,0.000599,0.018549
535,0.017698,0.000504,0.018497
536,0.017939,0.000558,0.018793
537,0.017929,0.000484,0.018703
538,0.017755,0.000485,0.018531
539,0.017676,0.000483,0.018449
540,0.018085,0.000477,0.018855
541,0.017621,0.000478,0.018392
542,0.017623,0.000479,0.018391
543,0.017652,0.000483,0.018424
544,0.017763,0.000493,0.018559
545,0.017768,0.000489,0.018548
546,0.018131,0.000488,0.018908
547,0.017737,0.000744,0.018777
548,0.017718,0.000523,0.018588
549,0.022172,0.000517,0.022986
550,0.01772,0.000544,0.018574
551,0.017673,0.000508,0.018481
552,0.052219,0.001042,0.053979
553,0.028947,0.00103,0.030673
554,0.019432,0.000496,0.020351
555,0.017645,0.00047,0.018414
556,0.017661,0.00047,0.018427
557,0.017735,0.00101,0.01908
558,0.018111,0.000905,0.019373
559,0.018132,0.000557,0.018987
560,0.017732,0.000458,0.018476
561,0.017895,0.000484,0.018668
562,0.017729,0.000461,0.018479
563,0.017848,0.000509,0.018647
564,0.017681,0.000594,0.018609
565,0.017871,0.000505,0.01888
566,0.017731,0.000475,0.018536
567,0.017713,0.000495,0.018497
568,0.017667,0.000448,0.018407
569,0.017679,0.000453,0.018422
570,0.017798,0.00054,0.018631
571,0.017753,0.000474,0.01852
572,0.017713,0.000569,0.018577
573,0.017796,0.000509,0.0186
574,0.017777,0.000555,0.018644
575,0.017844,0.000575,0.018708
576,0.017737,0.000497,0.018523
577,0.017676,0.000485,0.018449
578,0.017775,0.000698,0.018761
579,0.017613,0.000486,0.018394
580,0.01772,0.000497,0.018505
581,0.017818,0.000577,0.018685
582,0.017952,0.00049,0.018807
583,0.017808,0.000475,0.018575
584,0.017741,0.000474,0.018504
585,0.017736,0.000463,0.018489
586,0.017846,0.00048,0.018615
587,0.017845,0.000488,0.018624
588,0.018003,0.000469,0.018762
589,0.017573,0.000762,0.018627
590,0.018256,0.000539,0.019087
591,0.017933,0.00048,0.018701
592,0.01867,0.000486,0.019441
593,0.017724,0.000485,0.018503
594,0.017722,0.00051,0.018523
595,0.017775,0.00056,0.018623
596,0.017989,0.000523,0.018833
597,0.017692,0.000529,0.018514
598,0.040145,0.001327,0.042216
599,0.033934,0.000809,0.035574
600,0.02793,0.000763,0.029151
601,0.01781,0.000484,0.018609
602,0.017832,0.000468,0.01861
603,0.106281,0.000776,0.107709
604,0.01814,0.000473,0.019104
605,0.018,0.000551,0.018877
606,0.017876,0.000508,0.018692
607,0.018517,0.000504,0.019331
608,0.018348,0.000471,0.019128
609,0.018124,0.00068,0.019114
610,0.019047,0.000586,0.019944
611,0.018083,0.000503,0.018904
612,0.018975,0.000596,0.019875
613,0.018334,0.000481,0.019119
614,0.0182,0.000468,0.018978
615,0.018064,0.000572,0.018961
616,0.018067,0.00055,0.019077
617,0.017928,0.000519,0.018765
618,0.01793,0.000499,0.018738
619,0.01789,0.000705,0.018973
620,0.016958,0.000665,0.017933
621,0.016916,0.000544,0.017789
622,0.016976,0.000633,0.017963
623,0.017071,0.000575,0.017965
624,0.017305,0.000521,0.018136
625,0.01927,0.000755,0.020387
626,0.018324,0.00063,0.019286
627,0.017974,0.000504,0.018786
628,0.017773,0.000484,0.018564
629,0.017738,0.000493,0.01854
630,0.01773,0.000483,0.018515
631,0.017849,0.00048,0.018637
632,0.017767,0.000534,0.018619
633,0.017381,0.000617,0.018381
634,0.017231,0.000489,0.01803
635,0.017125,0.000584,0.018029
636,0.017491,0.000619,0.018417
637,0.021099,0.000552,0.02196
638,0.017361,0.000507,0.018186
639,0.017224,0.000481,0.018012
640,0.048024,0.001397,0.050157
641,0.031633,0.000958,0.0333
642,0.028512,0.000874,0.029923
643,0.017371,0.0005,0.018234
644,0.017411,0.00049,0.018231
645,0.017227,0.000484,0.018028
646,0.017162,0.000487,0.017965
647,0.017196,0.000479,0.017988
648,0.017397,0.000489,0.018201
649,0.017209,0.000711,0.018229
650,0.01745,0.000524,0.018414
651,0.017277,0.000887,0.018493
652,0.019278,0.000516,0.020134
653,0.019656,0.000636,0.02069
654,0.018394,0.000525,0.019251
655,0.019235,0.000487,0.020011
656,0.018774,0.000503,0.019566
657,0.018833,0.000592,0.019714
658,0.019054,0.000522,0.019871
659,0.018609,0.000481,0.019379
660,0.018572,0.000617,0.019479
661,0.018701,0.000686,0.019677
662,0.018524,0.000499,0.019311
663,0.018387,0.000478,0.019154
664,0.018339,0.000475,0.019104
665,0.01852,0.000673,0.019482
666,0.018316,0.00057,0.01918
667,0.018464,0.000549,0.019395
668,0.018475,0.000519,0.019288
669,0.018338,0.000588,0.019212
670,0.018341,0.000678,0.01932
671,0.018343,0.00066,0.019312
672,0.018406,0.000504,0.019214
673,0.018445,0.000655,0.019393
674,0.018472,0.000485,0.019249
675,0.018489,0.000485,0.019265
676,0.018711,0.00049,0.019503
677,0.018511,0.000573,0.019371
678,0.018405,0.000473,0.019166
679,0.018414,0.000479,0.019186
680,0.018378,0.000479,0.019144
681,0.01817,0.00057,0.019029
682,0.018362,0.000672,0.019324
683,0.018683,0.000606,0.019657
684,0.018338,0.000531,0.019292
685,0.04489,0.001606,0.047229
686,0.031378,0.000591,0.03266
687,0.018426,0.000513,0.019278
688,0.018328,0.000517,0.019149
689,0.018319,0.000793,0.01944
690,0.018459,0.0005,0.019264
691,0.0183,0.000485,0.019084
692,0.018418,0.000493,0.019233
693,0.018684,0.000606,0.019594
694,0.018518,0.000478,0.019293
695,0.018549,0.000482,0.019327
696,0.01833,0.000484,0.01911
697,0.01839,0.000589,0.019274
698,0.018436,0.000525,0.01929
699,0.018616,0.000522,0.019443
700,0.019322,0.000616,0.020236
701,0.019138,0.000671,0.020273
702,0.018584,0.000704,0.019614
703,0.018828,0.000507,0.019629
704,0.022017,0.000483,0.022796
705,0.018511,0.000562,0.019365
706,0.018542,0.000498,0.019331
707,0.018491,0.000496,0.019282
708,0.018549,0.000694,0.019536
709,0.01861,0.000647,0.01955
710,0.018411,0.000477,0.019178
711,0.018519,0.000477,0.019291
712,0.018478,0.000475,0.019244
713,0.01907,0.000757,0.020115
714,0.019113,0.000558,0.019965
715,0.019034,0.000505,0.019829
716,0.018989,0.000498,0.019779
717,0.019017,0.000641,0.019952
718,0.018998,0.000566,0.019967
719,0.019042,0.0005,0.019835
720,0.019072,0.000489,0.019852
721,0.019121,0.000581,0.019992
722,0.019102,0.000496,0.019888
723,0.019049,0.000483,0.019825
724,0.018981,0.000489,0.019761
725,0.019041,0.000571,0.019924
726,0.019145,0.00052,0.019955
727,0.02281,0.000652,0.023793
728,0.019364,0.000513,0.020186
729,0.019173,0.000603,0.020068
730,0.052745,0.001196,0.054668
731,0.031732,0.000594,0.032922
732,0.019192,0.0005,0.020009
733,0.019179,0.000803,0.020281
734,0.019029,0.000642,0.019975
735,0.019205,0.000536,0.020179
736,0.019147,0.000486,0.019924
737,0.019099,0.000646,0.020035
738,0.019047,0.000491,0.019832
739,0.019089,0.000488,0.019865
740,0.019206,0.000485,0.019979
741,0.019123,0.000624,0.020038
742,0.018968,0.000491,0.019748
743,0.019057,0.000483,0.019833
744,0.02117,0.000837,0.022364
745,0.020328,0.000649,0.021286
746,0.020489,0.000813,0.021603
747,0.020357,0.000522,0.021168
748,0.024522,0.00059,0.025403
749,0.020347,0.000718,0.021355
750,0.020428,0.000516,0.021238
751,0.020113,0.000801,0.021207
752,0.020365,0.000622,0.021352
753,0.020303,0.000674,0.02131
754,0.020242,0.000527,0.021073
755,0.020367,0.000483,0.021145
756,0.020447,0.000508,0.021248
757,0.02033,0.000599,0.021217
758,0.020293,0.0005,0.021084
759,0.0201,0.000486,0.020875
760,0.02028,0.000629,0.021217
761,0.020266,0.000591,0.021146
762,0.020109,0.000516,0.020916
763,0.020136,0.000496,0.020945
764,0.020258,0.000624,0.021175
765,0.02046,0.00078,0.02153
766,0.019871,0.000507,0.020675
767,0.020365,0.000561,0.021221
768,0.020338,0.000755,0.021385
769,0.020382,0.004097,0.024839
770,0.020608,0.000513,0.021452
771,0.020534,0.000503,0.021331
772,0.052461,0.00123,0.05448
773,0.036797,0.001205,0.03875
774,0.020657,0.000516,0.02151
775,0.020319,0.000706,0.021324
776,0.051362,0.000998,0.053002
777,0.021006,0.000665,0.022192
778,0.019785,0.000558,0.020679
779,0.019618,0.000539,0.02049
780,0.019599,0.000558,0.02053
781,0.019634,0.000642,0.02063
782,0.01953,0.000516,0.020379
783,0.019487,0.000508,0.020313
784,0.019568,0.000802,0.020697
785,0.019579,0.000742,0.020638
786,0.020108,0.000603,0.021201
787,0.01994,0.000524,0.020788
788,0.02118,0.000524,0.022123
789,0.019599,0.000596,0.020514
790,0.019676,0.000503,0.020478
791,0.019749,0.000522,0.020571
792,0.019442,0.000676,0.020422
793,0.019401,0.000505,0.020204
794,0.019578,0.000506,0.020377
795,0.019497,0.000668,0.020457
796,0.019467,0.000498,0.020257
797,0.019741,0.000623,0.020658
798,0.01969,0.000497,0.020483
799,0.019459,0.000481,0.020232
800,0.019623,0.000592,0.020502
801,0.019772,0.000499,0.020572
802,0.019839,0.000597,0.020739
803,0.019591,0.000717,0.020699
804,0.019776,0.000496,0.020564
805,0.019665,0.000616,0.020573
806,0.019522,0.000676,0.020496
807,0.019037,0.00051,0.019842
808,0.019092,0.00059,0.019976
809,0.019207,0.0005,0.020014
810,0.022796,0.0005,0.023591
811,0.01896,0.0005,0.019774
812,0.019037,0.000495,0.019839
813,0.053193,0.001371,0.055293
814,0.033448,0.001117,0.035307
815,0.019691,0.000504,0.020581
816,0.018904,0.000581,0.019812
817,0.019196,0.000668,0.020176
818,0.019214,0.000514,0.020031
819,0.018937,0.000609,0.019863
820,0.019192,0.000549,0.020188
821,0.018903,0.000588,0.019795
