frame,decision,sim_step,frame_ms
822,0.019036,0.000733,0.020076
823,0.018985,0.000532,0.019814
824,0.019059,0.000608,0.019968
825,0.019121,0.000504,0.019924
826,0.018996,0.000647,0.019946
827,0.019377,0.000496,0.020191
828,0.01938,0.000488,0.020171
829,0.019197,0.000584,0.020084
830,0.019154,0.000491,0.019944
831,0.019247,0.00049,0.020039
832,0.019208,0.000561,0.020089
833,0.019179,0.000518,0.019997
834,0.0194,0.000533,0.020234
835,0.01926,0.000517,0.020078
836,0.019185,0.00062,0.020123
837,0.019264,0.000802,0.020468
838,0.019407,0.000513,0.020227
839,0.019223,0.000515,0.020046
840,0.019122,0.000566,0.019988
841,0.019162,0.000641,0.020099
842,0.019243,0.000514,0.020057
843,0.01909,0.000497,0.01989
844,0.019158,0.000486,0.019945
845,0.019064,0.000614,0.019998
846,0.019111,0.000503,0.019918
847,0.019322,0.000494,0.02012
848,0.019326,0.000565,0.020196
849,0.019218,0.000482,0.020002
850,0.019211,0.000485,0.019998
851,0.019267,0.00049,0.020057
852,0.020442,0.000518,0.021263
853,0.019013,0.000775,0.020094
854,0.022425,0.00064,0.023454
855,0.018708,0.000548,0.019577
856,0.043071,0.001424,0.045273
857,0.034959,0.001023,0.036676
858,0.025489,0.000599,0.02658
859,0.0187,0.000514,0.019556
860,0.018709,0.000757,0.019777
861,0.018689,0.000668,0.019667
862,0.018765,0.000514,0.01959
863,0.018617,0.000521,0.019441
864,0.018693,0.000608,0.019614
865,0.01882,0.000519,0.019677
866,0.018783,0.00048,0.019568
867,0.018832,0.000488,0.019626
868,0.018723,0.000708,0.019755
869,0.018915,0.00064,0.019867
870,0.018767,0.00063,0.019728
871,0.018967,0.000551,0.01996
872,0.01865,0.000565,0.019519
873,0.018635,0.000536,0.019471
874,0.018625,0.000497,0.019422
875,0.018697,0.000489,0.019484
876,0.018811,0.000486,0.019593
877,0.018932,0.000564,0.019793
878,0.018852,0.000506,0.019658
879,0.018924,0.000746,0.019972
880,0.019624,0.000673,0.020598
881,0.019599,0.00048,0.02038
882,0.019391,0.000478,0.020169
883,0.019318,0.000664,0.020281
884,0.019183,0.000534,0.020018
885,0.019373,0.000641,0.020342
886,0.0196,0.000602,0.020528
887,0.019386,0.000638,0.020336
888,0.019107,0.000794,0.020279
889,0.019191,0.000537,0.020028
890,0.019179,0.000484,0.019963
891,0.019091,0.000477,0.019868
892,0.019158,0.000478,0.019935
893,0.019205,0.000478,0.019982
894,0.019007,0.000477,0.019775
895,0.019139,0.000546,0.019988
896,0.019243,0.000586,0.020126
897,0.019201,0.00048,0.019977
898,0.023017,0.000674,0.024023
899,0.019165,0.000633,0.020126
900,0.043493,0.001244,0.045482
901,0.036492,0.00064,0.037772
902,0.019438,0.000523,0.020319
903,0.019453,0.000515,0.020288
904,0.019163,0.000742,0.02021
905,0.019413,0.000532,0.020358
906,0.019112,0.000494,0.019902
907,0.019181,0.000471,0.019957
908,0.019163,0.000546,0.020003
909,0.019226,0.000484,0.019999
910,0.019356,0.000463,0.020159
911,0.019389,0.000596,0.020279
912,0.0193,0.000622,0.020214
913,0.019177,0.00057,0.02004
914,0.0192,0.000559,0.020052
915,0.0193,0.00049,0.020082
916,0.019186,0.000524,0.020002
917,0.018999,0.000618,0.01991
918,0.019036,0.000487,0.019814
919,0.019126,0.000604,0.020024
920,0.019099,0.000618,0.020008
921,0.01916,0.000772,0.020226
922,0.020766,0.000554,0.021696
923,0.022223,0.000482,0.023037
924,0.021535,0.000567,0.022446
925,0.019662,0.000514,0.0205
926,0.019366,0.000527,0.020196
927,0.019309,0.00048,0.020097
928,0.019253,0.000637,0.0202
929,0.0193,0.00049,0.020092
930,0.01915,0.000671,0.020127
931,0.019253,0.000502,0.020056
932,0.019257,0.00049,0.020041
933,0.019194,0.000503,0.019994
934,0.019721,0.000489,0.020509
935,0.019193,0.00051,0.020001
936,0.019223,0.000787,0.020317
937,0.019417,0.000652,0.020365
938,0.019378,0.000631,0.020345
939,0.01925,0.000546,0.020168
940,0.018987,0.000475,0.019757
941,0.022326,0.000494,0.02314
942,0.019548,0.000491,0.020356
943,0.019131,0.000483,0.019933
944,0.052351,0.001259,0.054322
945,0.03393,0.00104,0.035701
946,0.019219,0.000502,0.020044
947,0.019258,0.000527,0.020092
948,0.062743,0.00078,0.064172
949,0.020568,0.000962,0.022032
950,0.019251,0.001169,0.020822
951,0.129007,0.002816,0.133267
952,0.036161,0.001277,0.038419
953,0.020526,0.001031,0.021979
954,0.020055,0.000601,0.021
955,0.01955,0.000971,0.020922
956,0.019969,0.000588,0.0211
957,0.019604,0.000512,0.020469
958,0.019626,0.000479,0.020419
959,0.019398,0.000476,0.020176
960,0.019322,0.000681,0.020299
961,0.019384,0.001056,0.020763
962,0.019349,0.000559,0.020213
963,0.019182,0.000491,0.019969
964,0.019289,0.000557,0.020149
965,0.019384,0.000688,0.020404
966,0.019091,0.000681,0.020073
967,0.022779,0.000664,0.023762
968,0.019643,0.000683,0.020653
969,0.019119,0.000674,0.020096
970,0.019142,0.000499,0.019944
971,0.019083,0.000518,0.0199
972,0.019114,0.000608,0.02007
973,0.019094,0.00111,0.020882
974,0.019426,0.000764,0.020716
975,0.018172,0.000762,0.019325
976,0.017886,0.000645,0.018884
977,0.017947,0.000874,0.019234
978,0.079491,0.001148,0.081502
979,0.029541,0.000755,0.031206
980,0.028049,0.000808,0.029457
981,0.025283,0.000762,0.026553
982,0.017794,0.000536,0.018745
983,0.017665,0.000474,0.018528
984,0.017658,0.000445,0.018485
985,0.022923,0.000646,0.023981
986,0.01782,0.000503,0.018723
987,0.017872,0.000453,0.018715
988,0.01754,0.000478,0.01839
989,0.017927,0.000648,0.01895
990,0.018098,0.000663,0.019341
991,0.017677,0.000623,0.018709
992,0.0178,0.00076,0.018957
993,0.01759,0.00079,0.018762
994,0.017553,0.000517,0.018451
995,0.017467,0.000487,0.018337
996,0.0179,0.000473,0.01875
997,0.017677,0.000483,0.018538
998,0.017642,0.000458,0.018475
999,0.017808,0.00046,0.018627
1000,0.017604,0.000472,0.018437
1001,0.017454,0.000621,0.018454
1002,0.017728,0.000508,0.018617
1003,0.018323,0.000504,0.019213
1004,0.017536,0.000451,0.018362
1005,0.017513,0.000459,0.018343
1006,0.017605,0.000538,0.01851
1007,0.017642,0.000514,0.018624
1008,0.017858,0.000493,0.018752
1009,0.018535,0.000573,0.019648
1010,0.017731,0.000446,0.018536
1011,0.017558,0.000491,0.018401
1012,0.017528,0.000694,0.018578
1013,0.024542,0.001356,0.026247
1014,0.020813,0.000876,0.021995
1015,0.018385,0.000574,0.019207
1016,0.017443,0.000487,0.018129
1017,0.017324,0.00049,0.018016
1018,0.01731,0.000476,0.017988
1019,0.017357,0.000475,0.018033
1020,0.055647,0.000951,0.057233
1021,0.030306,0.000819,0.031503
1022,0.022214,0.000498,0.022973
1023,0.017183,0.000464,0.01785
1024,0.017192,0.000459,0.017853
1025,0.017176,0.000472,0.017846
1026,0.017443,0.000461,0.018112
1027,0.017317,0.000488,0.018004
1028,0.024652,0.000469,0.025338
1029,0.023361,0.000643,0.024222
1030,0.017368,0.000513,0.018146
1031,0.017257,0.000464,0.017934
1032,0.01702,0.000477,0.0177
1033,0.017136,0.000465,0.017809
1034,0.017177,0.000478,0.017857
1035,0.017224,0.00047,0.017895
1036,0.017207,0.000458,0.017865
1037,0.017291,0.000475,0.017967
1038,0.017167,0.000495,0.017862
1039,0.017366,0.000475,0.018042
1040,0.017251,0.000479,0.017926
1041,0.017198,0.000473,0.017872
1042,0.017249,0.000473,0.017922
1043,0.017206,0.00047,0.017874
1044,0.01727,0.000474,0.017943
1045,0.017206,0.000476,0.017883
1046,0.017289,0.00055,0.018051
1047,0.017378,0.000486,0.018103
1048,0.017189,0.000465,0.017856
1049,0.017292,0.000478,0.01797
1050,0.017179,0.000473,0.017852
1051,0.017193,0.000472,0.017863
1052,0.017256,0.000463,0.017919
1053,0.017279,0.000473,0.017954
1054,0.019403,0.000477,0.020086
1055,0.017283,0.000472,0.017954
1056,0.017079,0.000473,0.01775
1057,0.017156,0.000476,0.017834
1058,0.0172,0.000458,0.017859
1059,0.017198,0.000471,0.017868
1060,0.017266,0.000466,0.017932
1061,0.017159,0.000468,0.017829
1062,0.01719,0.000497,0.017887
1063,0.017232,0.000543,0.017996
1064,0.017379,0.000479,0.018085
1065,0.017218,0.000465,0.017883
1066,0.01718,0.000465,0.017845
1067,0.049416,0.000953,0.051
1068,0.030311,0.000818,0.031562
1069,0.02257,0.000474,0.023303
1070,0.017175,0.000467,0.017842
1071,0.017201,0.000477,0.017878
1072,0.017313,0.00046,0.017972
1073,0.01719,0.000458,0.017848
1074,0.016995,0.000465,0.017662
1075,0.01714,0.000463,0.017802
1076,0.017286,0.000472,0.017958
1077,0.021188,0.00047,0.021857
1078,0.017147,0.000475,0.017821
1079,0.017275,0.000477,0.017955
1080,0.017718,0.000646,0.018591
1081,0.017497,0.000503,0.018247
1082,0.017735,0.000465,0.0184
1083,0.017216,0.000461,0.017878
1084,0.017228,0.000464,0.017895
1085,0.017275,0.000475,0.01795
1086,0.01727,0.000468,0.017938
1087,0.017225,0.000466,0.018004
1088,0.017127,0.000461,0.017788
1089,0.017238,0.000462,0.017924
1090,0.017073,0.000474,0.017749
1091,0.017243,0.000459,0.017904
1092,0.017268,0.000475,0.017942
1093,0.017163,0.000486,0.017848
1094,0.017164,0.000473,0.017839
1095,0.01728,0.000468,0.017947
1096,0.017253,0.000472,0.017929
1097,0.017275,0.000529,0.018008
1098,0.017254,0.000475,0.017952
1099,0.017294,0.000474,0.017969
1100,0.017269,0.000475,0.017945
1101,0.017163,0.000473,0.017837
1102,0.017193,0.000474,0.017866
1103,0.018265,0.000468,0.018959
1104,0.017329,0.000463,0.01799
1105,0.01733,0.000473,0.018002
1106,0.017244,0.00047,0.017914
1107,0.017235,0.000464,0.017901
1108,0.017267,0.000477,0.017945
1109,0.017287,0.000469,0.017956
1110,0.017252,0.000476,0.017929
1111,0.017302,0.000457,0.017959
1112,0.017265,0.000475,0.017942
1113,0.017448,0.000523,0.018205
1114,0.017312,0.000475,0.018028
1115,0.044322,0.000948,0.045854
1116,0.030748,0.000753,0.031893
1117,0.028402,0.000489,0.029155
1118,0.01718,0.000466,0.017847
1119,0.017106,0.000474,0.01778
1120,0.061674,0.000727,0.062916
1121,0.017581,0.000476,0.018287
1122,0.017148,0.000472,0.017827
1123,0.020953,0.000464,0.021625
1124,0.017358,0.000466,0.018031
1125,0.017116,0.000463,0.017784
1126,0.017189,0.000458,0.017852
1127,0.017273,0.000471,0.017943
1128,0.017159,0.000476,0.017838
1129,0.017293,0.000644,0.018158
1130,0.017411,0.000508,0.018166
1131,0.017392,0.000463,0.018056
1132,0.017109,0.000471,0.01778
1133,0.017281,0.000465,0.017945
1134,0.01722,0.000464,0.017885
1135,0.01731,0.00047,0.017978
1136,0.017325,0.000461,0.01802
1137,0.01733,0.000472,0.018001
1138,0.017178,0.000475,0.017853
1139,0.017186,0.000464,0.01785
1140,0.017243,0.000475,0.017918
1141,0.017278,0.000474,0.017953
1142,0.017221,0.000458,0.017881
1143,0.017151,0.000487,0.017839
1144,0.017227,0.000468,0.017901
1145,0.017311,0.000518,0.018047
1146,0.017416,0.000468,0.018119
1147,0.017367,0.000471,0.018037
1148,0.019826,0.000469,0.020501
1149,0.017284,0.000458,0.01794
1150,0.017116,0.000482,0.017797
1151,0.017314,0.00047,0.017985
1152,0.017284,0.000464,0.017946
1153,0.017212,0.000468,0.017881
1154,0.017177,0.000465,0.017841
1155,0.017229,0.000471,0.0179
1156,0.01729,0.000474,0.017964
1157,0.017172,0.000461,0.017832
1158,0.017194,0.00046,0.017855
1159,0.017193,0.000473,0.017866
1160,0.017095,0.00046,0.017757
1161,0.052006,0.001168,0.053767
1162,0.030901,0.000787,0.032159
1163,0.029216,0.000832,0.030459
1164,0.017805,0.000479,0.018509
1165,0.017133,0.000465,0.017804
1166,0.017235,0.000474,0.017917
1167,0.017291,0.000458,0.017953
1168,0.017295,0.00047,0.017971
1169,0.017268,0.000469,0.017943
1170,0.020952,0.000463,0.021622
1171,0.01724,0.000471,0.017916
1172,0.017319,0.000474,0.018
1173,0.017631,0.000502,0.018339
1174,0.017706,0.00049,0.018402
1175,0.017412,0.00047,0.018088
1176,0.017386,0.000459,0.01805
1177,0.01753,0.000556,0.018298
1178,0.017372,0.000488,0.018092
1179,0.017288,0.000466,0.017961
1180,0.017262,0.000471,0.01794
1181,0.017248,0.000456,0.017912
1182,0.017246,0.000459,0.017911
1183,0.017275,0.000476,0.017961
1184,0.017255,0.00047,0.017931
1185,0.017507,0.000455,0.01817
1186,0.01736,0.000473,0.018039
1187,0.017237,0.000456,0.017899
1188,0.017161,0.000474,0.017842
1189,0.017235,0.000471,0.017913
1190,0.017224,0.00047,0.017897
1191,0.017265,0.000457,0.017927
1192,0.017226,0.000475,0.017907
1193,0.01722,0.000517,0.017946
1194,0.017195,0.000469,0.017898
1195,0.017261,0.000803,0.01833
1196,0.018286,0.000558,0.01906
1197,0.019356,0.000898,0.020481
1198,0.019695,0.000718,0.020639
1199,0.018498,0.000561,0.019263
1200,0.018092,0.00051,0.018803
1201,0.018156,0.000513,0.018873
1202,0.018195,0.000507,0.018902
1203,0.018062,0.000497,0.018762
1204,0.018059,0.000493,0.018757
1205,0.018208,0.000501,0.018907
1206,0.018142,0.000651,0.018995
1207,0.041249,0.001121,0.043003
1208,0.032131,0.000773,0.033276
1209,0.030836,0.001035,0.032283
1210,0.023597,0.000543,0.024408
1211,0.018133,0.000495,0.018831
1212,0.018305,0.000496,0.019009
1213,0.018177,0.000496,0.018873
1214,0.018394,0.000567,0.019162
1215,0.023121,0.000534,0.023858
1216,0.025384,0.00051,0.026101
1217,0.02132,0.000491,0.022013
1218,0.020957,0.000496,0.021655
1219,0.021093,0.000506,0.021798
1220,0.021015,0.000501,0.021716
1221,0.021273,0.000494,0.021968
1222,0.021385,0.000497,0.022083
1223,0.021382,0.000493,0.022076
1224,0.021706,0.000497,0.022408
1225,0.021283,0.00072,0.022209
1226,0.021142,0.000512,0.021889
1227,0.021215,0.000507,0.021924
1228,0.021123,0.000507,0.021831
1229,0.022014,0.000507,0.022721
1230,0.021696,0.000495,0.022394
1231,0.021606,0.0005,0.022306
1232,0.021696,0.000502,0.022401
1233,0.021685,0.000591,0.022484
1234,0.021699,0.000687,0.022588
1235,0.021454,0.000503,0.022158
1236,0.021137,0.000507,0.021846
1237,0.023069,0.000503,0.023785
1238,0.022029,0.000798,0.023068
1239,0.020733,0.000562,0.021505
1240,0.020778,0.000558,0.021551
1241,0.020489,0.000751,0.02146
1242,0.021248,0.00062,0.022095
1243,0.021387,0.000534,0.022197
1244,0.021213,0.000556,0.022013
1245,0.021074,0.000514,0.021789
1246,0.020938,0.000513,0.021656
1247,0.020981,0.000507,0.021692
1248,0.057343,0.001175,0.059171
1249,0.032327,0.000531,0.033154
1250,0.021109,0.000631,0.021951
1251,0.021253,0.000519,0.021995
1252,0.021145,0.000508,0.021858
1253,0.0213,0.00051,0.02201
1254,0.021402,0.000552,0.022156
1255,0.02112,0.000512,0.021833
1256,0.025053,0.000521,0.025801
1257,0.02432,0.001028,0.025589
1258,0.023051,0.000632,0.023949
1259,0.022655,0.00052,0.023377
1260,0.022558,0.000522,0.023295
1261,0.023089,0.000519,0.02381
1262,0.023038,0.00064,0.023892
1263,0.023236,0.000597,0.024036
1264,0.02294,0.000561,0.023706
1265,0.023033,0.000539,0.023775
1266,0.022958,0.000537,0.023699
1267,0.02317,0.000593,0.023966
1268,0.023134,0.000758,0.024126
1269,0.023222,0.000538,0.023961
1270,0.024573,0.000823,0.025629
1271,0.022964,0.000626,0.023817
1272,0.022772,0.000558,0.023539
1273,0.022748,0.000623,0.023578
1274,0.022777,0.000568,0.023581
1275,0.02226,0.000638,0.023105
1276,0.023722,0.000549,0.024478
1277,0.02185,0.000529,0.022586
1278,0.021668,0.000523,0.022396
1279,0.021787,0.000529,0.022519
1280,0.021658,0.000528,0.022389
1281,0.021544,0.000533,0.02228
1282,0.021792,0.000522,0.022517
1283,0.021662,0.000522,0.022392
1284,0.022008,0.000531,0.022744
1285,0.022554,0.000526,0.023282
1286,0.053904,0.001132,0.055656
1287,0.039808,0.000893,0.041146
1288,0.026357,0.000629,0.027254
1289,0.06784,0.001072,0.069445
1290,0.025712,0.000659,0.026683
1291,0.023267,0.004097,0.027592
1292,0.024258,0.000586,0.025058
1293,0.02288,0.00083,0.023925
1294,0.022758,0.000534,0.023501
1295,0.022676,0.00053,0.023417
1296,0.022603,0.000536,0.02335
1297,0.022604,0.000533,0.023346
1298,0.022561,0.000657,0.02343
1299,0.022661,0.000542,0.023413
1300,0.022525,0.000613,0.023348
1301,0.022663,0.000542,0.023414
1302,0.022579,0.000532,0.023321
1303,0.022491,0.000537,0.023238
1304,0.02267,0.00053,0.023409
1305,0.023671,0.000618,0.024504
1306,0.023108,0.000597,0.023946
1307,0.022924,0.000555,0.023684
1308,0.022732,0.000549,0.023501
1309,0.022564,0.000541,0.023311
1310,0.02271,0.001174,0.024095
1311,0.025165,0.000838,0.026246
1312,0.022881,0.000549,0.023635
1313,0.022603,0.000529,0.023336
1314,0.025738,0.000897,0.026978
1315,0.02541,0.000539,0.026171
1316,0.022123,0.000539,0.022865
1317,0.021567,0.000536,0.022309
1318,0.021971,0.000532,0.022707
1319,0.022011,0.000537,0.022752
1320,0.022494,0.000538,0.023237
1321,0.060543,0.001605,0.06278
1322,0.04032,0.00114,0.0421
1323,0.022811,0.000655,0.023714
1324,0.022718,0.000564,0.023504
1325,0.02267,0.000551,0.023423
1326,0.022752,0.000542,0.023497
1327,0.022595,0.000811,0.023722
1328,0.026702,0.000537,0.027456
1329,0.022779,0.000681,0.023662
1330,0.023604,0.000927,0.024784
1331,0.023017,0.00064,0.023868
1332,0.022833,0.000556,0.023593
1333,0.022532,0.00056,0.023297
1334,0.022334,0.000694,0.023233
1335,0.022994,0.00061,0.023807
1336,0.022862,0.000555,0.023622
1337,0.023083,0.000553,0.023842
1338,0.023081,0.000868,0.024153
1339,0.022837,0.000574,0.023666
1340,0.023776,0.000691,0.024678
1341,0.023185,0.000559,0.023946
1342,0.022833,0.000559,0.023596
1343,0.022998,0.000551,0.023882
1344,0.024083,0.000561,0.024849
1345,0.023983,0.000566,0.024754
1346,0.02336,0.000612,0.024174
1347,0.023593,0.000581,0.024376
1348,0.025459,0.000724,0.02639
1349,0.023552,0.000565,0.024319
1350,0.023277,0.000549,0.024029
1351,0.023213,0.000545,0.023963
1352,0.023328,0.000542,0.024071
1353,0.023597,0.000547,0.024345
1354,0.026201,0.000845,0.027276
1355,0.025272,0.000705,0.026196
1356,0.024986,0.000575,0.025853
1357,0.060664,0.001118,0.062374
1358,0.043667,0.000837,0.044919
1359,0.024994,0.000556,0.025762
1360,0.02501,0.00055,0.025763
1361,0.024745,0.000957,0.025907
1362,0.024857,0.000661,0.025722
1363,0.024822,0.000578,0.025603
1364,0.029245,0.000562,0.030034
1365,0.024942,0.000542,0.02569
1366,0.025079,0.000537,0.025818
1367,0.024953,0.000697,0.025854
1368,0.025009,0.00054,0.025753
1369,0.024905,0.000538,0.025647
1370,0.024911,0.00061,0.025726
1371,0.02698,0.000767,0.02799
1372,0.025955,0.00101,0.027192
1373,0.026884,0.000737,0.027883
1374,0.027442,0.000722,0.028375
1375,0.026397,0.000559,0.027163
1376,0.02599,0.00054,0.026738
1377,0.026375,0.000539,0.027131
1378,0.026508,0.000665,0.027384
1379,0.026254,0.000549,0.027145
1380,0.026346,0.000547,0.027101
1381,0.027175,0.000873,0.028336
1382,0.026152,0.00054,0.026906
1383,0.025811,0.000539,0.026561
1384,0.026247,0.000558,0.027015
1385,0.025748,0.000546,0.026647
1386,0.025945,0.000833,0.026991
1387,0.025398,0.000545,0.026153
1388,0.025604,0.000536,0.02635
1389,0.026017,0.000609,0.026853
1390,0.061988,0.001539,0.064202
1391,0.046958,0.000657,0.04794
1392,0.02756,0.000811,0.028659
1393,0.027334,0.00058,0.028123
1394,0.026894,0.000678,0.027779
1395,0.02676,0.000553,0.027526
1396,0.02619,0.00055,0.026947
1397,0.030518,0.000609,0.031347
1398,0.030439,0.000656,0.031323
1399,0.026662,0.000565,0.027646
1400,0.026407,0.000568,0.027286
1401,0.026103,0.000534,0.026955
1402,0.026319,0.000688,0.027219
1403,0.029389,0.000636,0.030246
1404,0.026995,0.000574,0.027776
1405,0.025726,0.000893,0.026824
1406,0.025849,0.001157,0.027216
1407,0.02576,0.000571,0.026589
1408,0.026893,0.000544,0.027647
1409,0.025789,0.000679,0.02668
1410,0.025906,0.000697,0.026813
1411,0.025577,0.000648,0.026434
1412,0.025552,0.000547,0.026309
1413,0.025708,0.000537,0.026454
1414,0.028081,0.000891,0.029179
1415,0.025593,0.0006,0.0264
1416,0.025713,0.000599,0.026523
1417,0.025631,0.000599,0.026437
1418,0.025985,0.000689,0.026883
1419,0.025687,0.000557,0.026456
1420,0.025616,0.000542,0.026367
1421,0.025824,0.00055,0.026582
1422,0.054678,0.0014,0.056761
1423,0.045613,0.001566,0.047748
1424,0.026098,0.00086,0.027233
1425,0.057518,0.000868,0.058942
1426,0.029195,0.000709,0.030174
1427,0.025977,0.000554,0.026738
1428,0.029773,0.00073,0.030722
1429,0.025791,0.000566,0.026566
1430,0.025595,0.00079,0.026592
1431,0.025944,0.000547,0.026697
1432,0.025461,0.000567,0.026235
1433,0.026492,0.000537,0.027237
1434,0.025874,0.000679,0.026789
1435,0.026027,0.000599,0.026839
1436,0.025535,0.000543,0.026289
1437,0.027583,0.000631,0.028465
1438,0.026314,0.000668,0.027193
1439,0.026282,0.000549,0.027043
1440,0.026243,0.001026,0.027498
1441,0.026869,0.000582,0.027721
1442,0.026736,0.000697,0.027643
1443,0.025736,0.00075,0.026699
1444,0.026599,0.000542,0.027355
1445,0.030358,0.000798,0.031366
1446,0.02725,0.000704,0.028162
1447,0.026686,0.000816,0.027864
1448,0.026588,0.000584,0.027384
1449,0.026613,0.000723,0.027545
1450,0.026454,0.000707,0.027371
1451,0.026295,0.000596,0.027101
1452,0.026361,0.00057,0.027142
1453,0.026219,0.020967,0.04774
1454,0.050591,0.001485,0.052553
1455,0.038143,0.000584,0.038999
1456,0.026001,0.000603,0.026816
1457,0.025932,0.000867,0.027033
1458,0.025965,0.000851,0.027085
1459,0.027111,0.000594,0.02792
1460,0.030882,0.000604,0.031715
1461,0.026067,0.000714,0.026997
1462,0.025742,0.000807,0.026775
1463,0.026377,0.000566,0.027155
1464,0.025873,0.000539,0.026624
1465,0.025832,0.000552,0.026597
1466,0.026049,0.001255,0.027524
1467,0.026239,0.00055,0.027003
1468,0.02605,0.000926,0.027191
1469,0.026198,0.000775,0.027185
1470,0.026929,0.000635,0.027774
1471,0.026294,0.000535,0.02704
1472,0.026558,0.00055,0.02732
1473,0.026317,0.000565,0.027093
1474,0.025699,0.000692,0.026618
1475,0.027064,0.000558,0.02788
1476,0.026383,0.000547,0.027139
1477,0.028448,0.000727,0.029389
1478,0.026625,0.000805,0.027648
1479,0.026295,0.000554,0.027059
1480,0.025917,0.000547,0.026793
1481,0.026027,0.000688,0.026926
1482,0.026104,0.000736,0.02705
1483,0.026452,0.000581,0.027247
1484,0.026113,0.000575,0.026962
1485,0.026033,0.001174,0.02742
1486,0.063894,0.001439,0.066009
1487,0.039512,0.000852,0.040804
1488,0.026309,0.001038,0.027561
1489,0.026055,0.000707,0.026975
1490,0.02617,0.000922,0.027307
1491,0.026159,0.000746,0.027146
1492,0.028306,0.000611,0.029175
1493,0.026641,0.00096,0.027843
1494,0.026471,0.000699,0.027385
1495,0.02603,0.00057,0.026815
1496,0.027697,0.000656,0.028569
1497,0.02763,0.000582,0.02843
1498,0.027667,0.000775,0.028785
1499,0.027354,0.000548,0.028115
1500,0.027604,0.000761,0.028578
1501,0.027817,0.000664,0.028744
1502,0.027889,0.000704,0.028918
1503,0.027292,0.000547,0.028052
1504,0.027233,0.000703,0.028149
1505,0.027228,0.000553,0.027995
1506,0.027621,0.001043,0.028877
1507,0.028077,0.000556,0.028848
1508,0.02836,0.000657,0.02933
1509,0.030135,0.001486,0.032196
1510,0.027761,0.000889,0.029027
1511,0.026813,0.00055,0.027627
1512,0.026504,0.00053,0.027296
1513,0.026605,0.000502,0.027354
1514,0.026359,0.00066,0.027261
1515,0.026233,0.000492,0.026968
1516,0.026191,0.000627,0.027064
1517,0.048203,0.001363,0.050258
1518,0.043073,0.001048,0.044755
1519,0.029203,0.000698,0.030408
1520,0.027151,0.000502,0.027911
1521,0.026387,0.000765,0.027417
1522,0.027208,0.000829,0.028284
1523,0.026879,0.000692,0.027817
1524,0.031108,0.000498,0.03186
1525,0.026584,0.000899,0.027727
1526,0.026674,0.000901,0.027984
1527,0.026272,0.0005,0.027031
1528,0.02625,0.000461,0.026957
1529,0.026247,0.000481,0.027012
1530,0.026322,0.000612,0.027178
1531,0.026376,0.000467,0.027089
1532,0.026477,0.00049,0.027214
1533,0.026191,0.000653,0.027088
1534,0.026424,0.000608,0.027276
1535,0.026307,0.000484,0.027033
1536,0.026422,0.000462,0.027128
1537,0.026497,0.000498,0.02724
1538,0.02631,0.000768,0.027323
1539,0.02615,0.000463,0.026859
1540,0.026112,0.000487,0.026843
1541,0.026382,0.00062,0.027246
1542,0.028156,0.000911,0.029365
1543,0.026752,0.000603,0.02766
1544,0.026248,0.000599,0.027115
1545,0.026752,0.000475,0.027473
1546,0.026692,0.000599,0.027533
1547,0.026997,0.000629,0.027867
1548,0.027008,0.000498,0.027766
1549,0.026637,0.00094,0.027827
1550,0.061241,0.001179,0.063037
1551,0.042041,0.000863,0.043522
1552,0.033163,0.000499,0.034003
1553,0.059257,0.000722,0.060545
1554,0.027118,0.000909,0.028413
1555,0.03017,0.000487,0.030927
1556,0.026903,0.000468,0.027615
1557,0.026695,0.000742,0.027679
1558,0.027372,0.000595,0.028212
1559,0.026999,0.000569,0.027821
1560,0.027457,0.000542,0.028382
1561,0.027117,0.000614,0.027975
1562,0.027013,0.000656,0.027942
1563,0.027331,0.000677,0.028253
1564,0.0274,0.000556,0.028205
1565,0.026819,0.000636,0.027701
1566,0.026979,0.000562,0.027785
1567,0.027157,0.000463,0.027866
1568,0.026738,0.000453,0.027434
1569,0.026668,0.000489,0.027399
1570,0.026694,0.000459,0.027399
1571,0.026594,0.000453,0.027295
1572,0.028824,0.000728,0.029797
1573,0.026483,0.000644,0.027371
1574,0.026634,0.000601,0.027478
1575,0.026758,0.000467,0.027466
1576,0.026635,0.000635,0.027517
1577,0.02704,0.000531,0.027883
1578,0.027045,0.000573,0.027879
1579,0.026732,0.000474,0.027461
1580,0.05141,0.00119,0.053299
1581,0.046089,0.000996,0.047661
1582,0.036522,0.00076,0.037627
1583,0.026769,0.00049,0.027512
1584,0.026836,0.000454,0.02754
1585,0.026991,0.00047,0.027704
1586,0.026838,0.000462,0.027543
1587,0.03046,0.000463,0.031178
1588,0.026729,0.000509,0.027502
1589,0.026995,0.00067,0.028049
1590,0.026867,0.000652,0.027772
1591,0.026646,0.000497,0.027385
1592,0.026545,0.000489,0.027282
1593,0.027839,0.001264,0.029461
1594,0.02575,0.001197,0.027492
1595,0.025594,0.00065,0.026573
1596,0.024271,0.000468,0.025046
1597,0.024085,0.000602,0.024982
1598,0.024681,0.000597,0.02559
1599,0.024612,0.000639,0.025551
1600,0.024157,0.000462,0.024932
1601,0.024014,0.000631,0.024939
1602,0.023692,0.000457,0.024437
1603,0.023964,0.000455,0.02471
1604,0.023983,0.000456,0.02473
1605,0.02632,0.000627,0.027244
1606,0.023999,0.00058,0.02488
1607,0.024124,0.000462,0.024877
